label,data
apc,Fuzna el-mobara2a.
apc,"Tnen 2ahwe ma3 7alib, men Fadlak."
apc,في علي شغل كتير .
apc,فكره منيحة !
apc,توم بيفهم اللي هي ما بتفهم.
apc,"Bes-su2 ana bashtari jibn, bashtari 7ebz, bashtari luvya w fawekih."
apc,El-bent 7elwe ktir.
crs,"Ou, nou papa ki dan lesyel, Fer ou ganny rekonnet konman Bondye."
gag,Sendä var üç kedi.
hat,M pa vlè alè nan lekòl.
hat,Ki lè li fè?
hat,Mwen pa konprann.
hat,Mwen pa konnen.
hat,"Mesi. ""De ryen."""
hat,"Kijan ou di ""Mwen renmen w"" an franse?"
hat,Kijan ou di...?
hat,"Kijan ou di ""kaisha"" an angle?"
hat,"Kijan ou di ""yuri"" an angle?"
ind,Apa saja penerbangan langsung dari Cincinnati ke Charlotte yang berangkat setelah tengah hari dan tiba sebelum pukul 7 malam?
ind,Saya mau terbang dari Miami ke Chicago menggunakan American Airlines dan tiba sekitar pukul 5 sore.
ind,Berapa kapasitas tempat duduk pesawat jenis M80?
ind,Saya harus belajar bahasa jepang.
ind,Aku belajar dengan sungguh-sungguh supaya lulus ujian.
ind,Aku belajar dengan keras untuk lulus ujian.
ind,Kamu butuh terapi.
ind,Kita sudah melakukan itu.
ind,Kami sudah melakukan itu.
jbo,ma seltoldra mi
jbo,mi na'e ckaji lo tadgri ti'u cabdei
jbo,.i mi ciska loi pemci
jbo,i ka'u lo penbi cu zmadu lo dakfu xarci lo ka vlipa
jbo,.i ri ctuca fi lo glige'a bu'u lo relcu'e
jbo,.i mi'ai nai na zvati ti
jbo,.i la lindas bazi klabart
jbo,.i ko'a ba nenri lo muzga cabycu'e lo roldjed ca lo prulamdei
jbo,mi pu cintypu'i lo vorme ku lo blanu cintu
kab,Qerriḥ?
kab,"Vava d aɣezfan, d ambuy d amesrar, m ad yemma d tawezlant, tacebḥant tarqaqt."
kab,"Suref-iyi, wi ik-ilan ?"
kab,Tettmeslayeḍ s tefransist ?
kab,Tettmeslayem s tefransist ?
kab,Nekk isem-iw Tom. Massa Fisher d weltma.
kab,Nekk xedmeɣ aked Massa Marie Fisher.
kab,Tameṭṭut adi d yemma.
kab,Tameṭṭut ihin d yemma.
kal,Qanoq-ippit?
kal,Qanorippit?
kal,Qanoq ippit?
kal,Takuss!
kal,Iluatitsilluarisi!
kal,Iluatitsilluarina!
kal,Yataroumik ateqarpunga.
kal,Suminngaaneerpit?
kal,Isertorqarpoq.
kas,Me chu naav Tom.
kas,Twahi kyah chuv naav?
kas,Bì uosus gomut garì.
kas,Bì èasìs gàmìts garì.
kas,Bì chus kuoshur.
kas,Bì chas kaeshır.
kas,Bì chus vuh vèriyun.
kas,Su chu thod.
kas,Swa cha thèz.
lzz,Sum ťeyare miğuran.
lzz,ქარტალი პჭარუფ.
lzz,გეჯგინობა!
lzz,წერილი ჭარუფს.
lzz,მა მარგალი ვორე.
lzz,მა ლაზი ვორე.
lzz,ჩქიმი ჯოხო რიკარდო რენ.
lzz,ვა მიშკუნ.
lzz,მა რიკარდო მჯოხონს.
mww,Ua tsaug ntau ntau rau lub xovtooj uas koj muab rau kuv.
mww,Nws cog lus tias nws yuav tsis tawm mus ib leeg.
mww,Nws muaj tsis tshaj ib txhiab yees.
mww,Ua tsaug koj ho pab kuv.
mww,Teb chaws Tuam Tshoj loj dua teb chaws Nyivpooj.
mww,Kuv xav tau lub ncuav mog loj tshaj.
mww,"Yog koj tshaib plab, ces noj."
mww,Kuv pawv kuv lub koob yees duab.
mww,Kuv tsis hlub koj.
nah,Calaqui tōnatiuh.
nah,"Nehhuātl nictlazohtla in centzontōtōtl īcuīcauh. Nehhuātl nictlazohtla in chālchihuitl ītlapaliz īhuān in ahhuiyācmeh xōchimeh; zan oc cencah nocnīuhtzin in tlācatl, nehhuātl nictlazohtla."
nah,¡Nimayana!
nah,¿Timayana?
nah,"¡Hua, hua, hua!"
nah,¡Chicāhuac nitequitiz!
nah,Āxcān tlālticpac in Burj Khalifa calli tlacempanahuiā inīc huehcapan.
nah,Quicuiqueh in atlatl inic tlaminaya yaoc.
nah,Inchan in ompa Huehue Mēxihco Aztlan Quinehuayan Chicomoztoc in axcan quitocayotia Yancuic Mēxihco.
nch,¿Taya itoca mohuehue?
nch,¿Quenicatsa niquijtos XXX ica holandés?
nch,"Amo, tascamati. Amo niconi café."
nch,Tlascamati techmatiltia.
nch,"Se, ome, eyi, nahui, macuili, chicuase, chicome, chicueyi, chicnahui, majtacti."
nch,¿Taya motoca?
nch,¿Quesqui xihuit tijpiya?
nch,¿Taya itoca mochichi?
nch,¿Taya itoca mosihua?
tet,Hau presija ema ida hodi koalia.
tet,Iha ema nain sanulu iha fatin ida nee.
tet,O nia oan maka ne'e Betty?
tet,O nia sepatu iha ne'e.
tet,Fo o nia osan mai.
tet,Ha'u iha uma boot ida.
tet,Ha'u iha busa rua.
tet,Bondia!
tet,Bondia.
tha,เป็นลูกผู้ชายหน่อย
tha,ออกไปหางานทำเลย
tha,เขาเป็นดีเจ
tha,ฉันเป็นตำรวจ
tha,มันคือฮาร์ป
tha,มันเป็นกฏ
tha,มันคือการหลอกหลวง
tha,1. ความหมายตรงตัว มันคือป้ายจราจร ป้ายบอกทาง 2. มันคือลางบอกเหตุ
tha,มันคือหลุมพราง
umb,Uteke uwa.
umb,Ngecele!
umb,Ngecele.
umb,Ngecele...
umb,Twecele...
umb,Twecele!
umb,Twecele.
umb,Ndinge ohenda.
umb,Ndapandula!
war,Judy valde bene saltas.
war,¿Hin-o ba hi Mona Lisa?
war,Dako gud an impluwensya han hadto nga ádlaw ha akon.
war,An tawo mayda duhá nga talinga.
war,Mayda hi kitá duhá nga talinga.
war,"Tíkang dinhi, ¿harayo bà?"
war,¿Haráyò ba itón tíkang dinhi?
war,Ikapirá nga mangulo han Pilipinas hi PNoy?
war,Ikapirá nga presidente han Pilipinas hi PNoy?
tpw,E-kûá!
tpw,Pe-kûáî!
tpw,Pe-kûá!
tpw,Xe-maenduar.
tpw,S-oby ybaka.
ukr,"Я запитав Тома, чому він ніколи не вивчав французьку."
ukr,"Я запитала Тома, чому він ніколи не вивчав французьку."
ukr,"Пастафаріанці вірять, що Всесвіт було створено Літаючим Локшинним Монстром, коли він був дуже п'яний."
ukr,Єдинороги живуть у зачарованому лісі.
ukr,Хтось говорив із Томом?
ukr,"Ми знаємо, де вона."
ukr,Чому ви пастафаріанці?
ukr,"Ти кохаєш Тома, правда?"
ukr,Ви правда кохаєте Тома?
cha,Håfa tatamanu hao?
cha,Åpmam tiempo ti hu li'e hao.
cha,Håyi nå'ån-mu?
cha,Nå'ån-hu si Jack.
cha,Taotao månu hao?
cha,"Taotao månu hao, Karen?"
cha,Ta fañocho!
cha,Buen biåhe.
cha,Mångge i kemmon?
lld,Posso prendere la parola?
lld,N corp uman mesan tegn ite assà osc per componer n ossam uman entriech.
lld,É doi giac.
lld,L davegnir partegn a chi che crea te la beleza de sies ensomesc.
lld,La jent se cruzia n muie de plu dla ebicait dò sies mort che dla ebicait inant che nascessa. Ma ela é la medema cantità dl zenza fin che slèria fora per duc i versc dal pont olache stescion.
lld,L lat l'é sconcì.
lld,Ie ne vue nia jì a scola.
lld,"Canche ie dé vèlch pabol a i purets, an me dij sènt. Canche ie domana percheche i purets ne à degun pabol, an me dij comunist."
lld,Miei mutons é te scola.
pfl,Ich nemm e Eis un e Cola.
pfl,In de Palz geht de Parre mit de Peif in die Kerch.
pfl,Demm hats als Kind in die Schees geschneet.
por,"O que começou 21 meses atrás em pleno inverno não pode terminar nesta noite de outono. Esta vitória não é, por si só, a mudança que buscamos. É apenas a oportunidade de realizarmos essa mudança. E isso não pode acontecer se voltarmos ao modo como era antes. Não pode acontecer sem vocês, sem um novo espírito de serviço, um novo espírito de sacrifício. Então convoquemos um novo espírito de patriotismo, de responsabilidade, onde cada um de nós decide pôr mãos à obra, trabalhar mais e não cuidar apenas de nós mesmos, mas também uns dos outros."
por,"E tu, o que fazes?"
por,"E você, o que está fazendo?"
por,Olho para a Melissa.
por,A mulher chama o marido.
por,"Eu torço pelo time do ""Vasco da Gama""."
por,Aqui é que os torcedores se reuniram.
por,Meu filho gosta de jogar xadrez.
por,O jogo terminou com a contagem de 3:0.
run,Amasobe yanje ntarongorotse.
run,Ndi umuhererezi.
run,Yarezwe na nyirakuru.
run,Yarerewe kwa nyirakuru.
run,Yakuriye kwa nyirakuru.
run,Yarukiye kwa nyirakuru.
run,Agiye buhoro buhoro kugira umwana ashobore gukurikira.
run,Mpamagara hagati y'isaha imwe n'isaha zibiri.
run,Natsitaye kw'ino.
sjn,Suilannad!
sjn,Meneg suilaid.
sjn,"Minnar in Ernilath rîn, erio Forodrim!"
sjn,Gîl síla na lû govaded.
sjn,Im gelir ceni ad lín.
sjn,Nin gwerianneg.
sjn,Odulen an edraith angin.
sjn,Odulen an edraith anlen.
sjn,Ú-bedin edhellen.
slk,Mam rad syr.
slk,Armáda postupovala bez odporu.
slk,Hnutie odporu dalo vela hrdín.
slk,Odpor vzduchu závisí od rychlosti.
slk,Úrazová zábrana chránil ich.
slk,V tejto ulici je aj protichodná premávka.
slk,Kvetina sa skoro vyschnula.
slk,Lekár poskytol len prvú pomóc.
slk,Vibrátor zhutní beton.
vol,Nolol das etos binom blig olik.
vol,Tikob das älogol bosi.
vol,Bog et binom gudikum ka at.
vol,El Yann fidon bodi.
vol,Tomas änedom yufi olik.
vol,Li-tikol das olik binom gudikum?
vol,Tomas no kanom kömön adelo.
vol,Kimi oseväloms?
vol,Li-äbinol domo?
ain,ウェンダラㇷ゚　ポロンノ　クコㇿ。
ain,ヌマン　クアチャポ　シタ　ホㇰ。
ain,大学生 クネ。
ain,エチセ　ポロ。
ain,クハポ　イルㇱカ。
ain,チセ　メアン。
ain,ホㇱカヌマン　レラ　アㇱ。
ain,ヌマン　ウパㇱ　アㇱ。
ain,ヘカチ　スマ　オテㇾケ。
ben,নিজে এসেই দেখুন।
ben,নিজে এসেই দেখো।
ben,নিজে এসেই দেখে যান।
ben,নিজে এসেই দেখে যাও।
ben,আমি কি একটা প্রশ্ন করতে পারি?
ben,তুমি আমার নতুন গাড়িটা ব্যবহার করতে পারো।
ben,আপনি আমার নতুন গাড়িটা ব্যবহার করতে পারেন।
ben,তুমি এবার বাড়ি যেতে পারো।
ben,আপনি এবার বাড়ি যেতে পারেন।
bvy,Apura!
bvy,Sajop.
bvy,Kusgi.
bvy,Gajud!
bvy,Hapit.
bvy,Ngano?
bvy,Pasaylo-a...
bvy,An daw nagkasakit na lat an lola...
bvy,Wayay nakasabot sa akon.
dan,Hunden sidder på tæppet.
dan,Tom har brunt hår og blå øjne.
dan,Tom har blond hår og grønne øjne.
dan,Dette bord er to meter langt.
dan,Det bord er to meter langt.
dan,Jeg hedder Ahmad.
dan,Et år består af tolv måneder.
dan,Jeg kan ikke lide hvad jeg ser.
dan,Skal vi virkelig gøre dette?
got,ЌҰЍɰЌӰЌаЌݰЌРЌܰЌаЌ߰Ѝ°ЌҰЌٰЌݡ
got,ЌװЌаЌٰЍ°Ќ߰ЍàЌܰЌ԰ЌٰЌݰЍàЌٰЍðЍĠЌ۰ЌٰЌѰЌаЌٰЌݰЍàЌܰЌ԰ЌٰЌݰЍî
got,ЌװЌаЌٰЌ۰ЍàЌаЌݰЌРЍİЌаЍİЍɰЌ԰ЌѰЌаЌ١
got,ЌװЌаЌٰЌ۰ЌРЌаЌݰЌРЍİЌаЍİЍɰЌ԰ЌѰЌаЌ١
got,ЌٰЍĠЌаЌ۰Ќ۰ЌЮ
got,ЌٰЍİЌаЍİЍàЌаЌ۰Ќ۰ЌЮ
got,ЌٰЍİЌٰЌؠЌаЌ۰Ќ۰ЌЮ
got,ЌٰЍİЌЮ
got,ЌٰЍĠЌаЌڰЍ°ЌаЌݰЌС
hun,A fiúcska nem hagyta levetni az új posztómellényt.
hun,"A vőlegény gyorsan, surranva, majdhogynem titkon settenkedett a menyasszony felé."
hun,"Minden sikerülni fog, amiképp legalábbis én elképzeltem a dolgot."
hun,A szabásminta egymást keresztező szakaszokból áll.
hun,A terv nem ígért megfogható hasznot.
hun,A kötés a sérült homlokától a tarkójáig húzódott.
hun,A fiatal férfit önfejűség és dac jellemezte.
hun,A fizikatanár egy hordozható alkalmatosságot tolt be az osztályterembe.
hun,A távolból géppuska ugatása hallatszott.
mlt,X’jismek?
mlt,Ommu titkellem bit-Taljan.
mlt,Berlin hija l-belt kapitali Ġermaniża.
mlt,Madrid hija l-belt kapitali ta' Spanja.
mlt,Jien minn Malta.
mlt,Int miġnun?
mlt,Int miġnuna?
mlt,Bonġu.
mlt,Bonswa.
nob,"Hvis du ikke ønsker en tidlig død, bør du stumpe røyken."
nob,Jeg er ikke hjemme neste søndag.
nob,Kan du gjette hvor gammel jeg er?
nob,Du har gjort det du måtte gjøre.
nob,Det har jeg aldri tenkt på.
nob,Jeg er fotograf av yrke.
nob,"Det kjemiske symbolet ""H"" står for hydrogen."
nob,"Liker du slanger? ""Selvfølgelig ikke."""
nob,"Liker dere slanger? ""Selvfølgelig ikke."""
snd,تنهنجو نالو ڇا آهي؟
snd,تون ڪٿي رهندي آهين؟
snd,عورتن جو عالمي ڏينهن مبارڪ!
swh,Sentensi hizi zote zinahitaji kikomo.
acm,لمن ابوية رجع عالبيت اني جنت دا اتفرج عالتلفزيون.
acm,صارت ربيع.
acm,فكرنا انه طبيعي لازم يتعاقب.
acm,اذا الواحد يستخدم الفلوس بحمكة يكدر يسوي كومة اشياء.
acm,اني مديون له.
acm,اللي كتب هذا الكتاب طبيب.
acm,احتاج بعد وكت.
acm,اخوية الصغير ديتفرج عالتلفزيون.
acm,مقبلت تحجي شي اكثر عن الموضوع.
cjy,你买了回成票了吗。
cjy,汤姆现在很可能不高兴。
cjy,我是中国人。
cjy,你那往何地儿的咧？
cjy,是那家。
cjy,尔拉那是我的后生。
cjy,剩？
cjy,是人家。
fuv,A medi yahugo Paris na?
fuv,Mi yida ko dume.
fuv,Wala ko mi yidi.
fuv,O fauni bana ndebbo.
fuv,Beddo hako shayi do useni.
fuv,Na aibe am on ba.
fuv,Mi andi a jabata.
fuv,Mi andi a viyan wattako.
fuv,Tom hurtori masin.
heb,בוא נעזור אחד לשני.
heb,נוכל אחר כך לצאת לכוסית?
heb,אנו באמת יכולים להרשות את זה לעצמנו?
heb,אנו יכולים לנוח פה שניה?
heb,אנו יכולים עכשיו לראות את הרופא?
heb,טום רצה לנשור מבית הספר.
heb,הרדיו מרעיש מדי.
heb,הם התייחסו אליי כמו אל ילד.
heb,איך זה שלא עשית את זה?
ibo,Tom Kedu.
ibo,I wepuru ahihia ahu?
ibo,Gwagodi Tomu ka-obata n'ime?
ibo,I nwere Ike Igwa Tomu ka-obata n'ime?
ibo,I na-akwado Iga ebe ahu?
ibo,Tomu na Mari akpara Ihe ahu?
ibo,Enwere m ike ibiri gi diksonari a?
ibo,Ihuru mgbe Tomu bara n'me ugbo ala ahu?
ibo,Enwerem ike iju gi ajuju ozo?
jpn,ラクダは背中のこぶに大量の脂肪をためることができる。
jpn,タンパに住みたいです。
jpn,寝坊したから、学校に遅刻した。
jpn,雨やんだ？
jpn,「雨やんだ？」「いや、まだ降ってる」
jpn,なんで傘持ってこなかったの？
jpn,子は 貯金箱に すべてのお金を置きました。
jpn,私は 12（十二) 歳です。
jpn,トムの奥さんの名前はメアリーで、彼の息子の名前はホラスです。
max,"Email nama uzantonomo@email.com itu tong baca ""uzantonómo et iméil dot kóm""."
max,Bulan Februari torang rayakan itu Valentine.
max,Beso surat itu su sampe.
max,Kase manyala lampu ka.
max,Kalimat samua di sini musi ada dia pe titik.
max,Ngana su perna pigi di Paris?
max,Ngana su perna sampe di Paris ka balong?
max,"Kita bae-bae saja, ngana dang?"
max,Kita tara tau.
nlv,Yerwi wallaɣ-iw.
nlv,¿Nikan ikah itoka Tom?
nlv,¿Teh tiwallas nowan?
nlv,"Nimitztlatlahtia, amo xikilli nosiwa inin."
nlv,Tom kualtis kualtlapowas Francés yompa ipampa yeh omomachti eyi xiwitl.
nlv,¿Teh timawiltia futbol noso rugby?
nlv,¿Teh timawiltitok futbol noso rugby?
nlv,Onimokah se chikome ompa Istambul.
nlv,Amonka Premio Nobel kampa matemáticas.
nya,Mukudziwako kucipatala?
nya,Kodi cimbudzi cili kuti?
nya,Ndifuna kugula zipatse.
nya,Ndifuna kugula malalanje.
nya,Ndifuna kugula nthoci.
nya,Ndifuna kugula zinanadzi.
nya,Kodi muli kumva bwanji tsopano?
swh,Sawa.
swh,Una miaka mingapi?
swh,Ana miaka mingapi?
swh,Tizama hii picha.
swh,Una moyo.
swh,Mimi ni mbaya sana.
swh,Sikujui.
swh,Nina njaa.
nya,Ndili kumva bwino.
nya,Ana akupangilani cakudya?
spa,¿Quién necesita eso?
spa,¿Quién necesita aquello?
spa,¿Te gustan esos pendientes?
spa,¿Te gusta esta blusa?
spa,¿Te gusta este dibujo?
spa,¿Te gusta este diseño?
spa,"¿Te gusta la cresta mohicana? No, no me gusta ese estilo."
spa,¿Te gusta hacer deporte?
bre,Me 'zo skuizh.
bre,Kelenn a ran.
bre,Demat.
bre,"Demat, penaos 'mañ kont ?"
bre,Gall on.
bre,Redek a ran.
bre,En iliz emañ bremañ.
bre,Trugarez memes tra.
bre,Dieub ha par en o dellezegezh hag o gwirioù eo ganet an holl dud. Poell ha skiant zo dezho ha dleout a reont bevañ an eil gant egile en ur spered a genvreudeuriezh.
dsb,"Jaj, a derekam!"
dsb,Pijom tej bźez cukora.
dsb,Njejo žednje pśepózdźe.
dsb,Nigdy nie jest za późno.
dsb,Śpa jo namała.
dsb,Źinsa jo pětk.
dsb,We jśpě jo wjelika mucha.
dsb,Mamy dosć wódy.
dsb,Pśichod pótrjebujo zajźonosć.
fra,"Pour toutes choses, il y a de bons et de mauvais côtés, comme chez les humains."
fra,"Corrigez la phrase, s'il vous plait."
fra,Nous avons terminé le travail en suivant ses instructions.
fra,Personne ne sait ce qui lui est arrivé après.
fra,Quand notre monde est-il apparu ?
fra,"Demain, nous irons jouer au base-ball."
fra,"Corrige la phrase, s'il te plait."
fra,Vivre dans une grande maison coûte cher.
fra,La petite fille perdue donna son nom en pleurant.
gan,係我嗰。
gan,汝英語會話係啵？
gan,奥斯陸係挪威嗰最多人嗰城市。
glg,Todas estas frases precisam dum ponto final.
glg,Podes camiñar un pouco para que podamos pechar a porta?
glg,"Benvido á casa, irmanciño!"
glg,Déixame un pouco desacougado que Tom tarde tanto.
glg,Detesto ao mozo de Mary.
glg,"Se alguén me chama, dille que non estou."
glg,El afogou no río.
glg,O país está baixo un escenario de guerra.
glg,Quero ir ao monte.
grc,Καλῶς ποιεῖτε τοῖς μισοῦσιν ὑμᾶς.
grc,Ἢ τὰν ἢ ἐπὶ τᾶς.
grc,Πρὸς τὸν οἶκον βαδίζω.
grc,Χαλεπός ἐστιν ὁ βίος.
grc,Ὁ Δικαιόπολιςς Ἀθηναῖός ἐστιν.
grc,"Τὸ μὲν οὖν πλοῖον πλεῖ, ὁ δὲ κυβερνήτης πρὸς τὴν γῆν βλέπει."
grc,Ὁρῶ τὴν οἰκίαν.
grc,Τὸ πλοῖόν ἐστιν ἐν Βυζαντίῳ.
grc,Ἓν οἶδα ὅτι ουδὲν οἶδα.
gsw,En Guete!
gsw,Gueti Reis!
gsw,Ich verstand.
gsw,Ich verstand nit.
gsw,Bitte schwätze Sie langsamer.
gsw,Bitte schwätz langsamer.
gsw,Bitte schriibe Sie das uf.
gsw,Bitte schriib das uf.
gsw,Entschuldigung.
kor,저는 설탕이 없어서 안 마셔요.
kor,아마 내일은 날씨가 나아질 거예요.
kor,나는 의사가 아닙니다.
kor,난 그 아이가 길을 잃까봐 걱정 하고 있어요.
kor,자야 겠다.
kor,제가 자야 돼요.
kor,제가 자야 해요.
kor,제가 자야 겠죠.
kor,뭐 해요?
mai,नमस्कार।
mai,प्रणाम।
mai,केना छी अहाँ।
mai,बधाई!
mai,धन्यवाद!
mai,हँ।
mai,"हम ठीक छी, धन्यवाद।"
mai,हमर नाम टॉम छी।
mar,तू माझ्याबरोबर येशील का?
mar,तुम्ही माझ्याबरोबर याल का?
mar,तुला माझ्याशी बोलायचं आहे का?
mar,तुम्हाला माझ्याशी बोलायचं आहे का?
mar,तुला ही भाषा का शिकायची आहे?
ltz,Ech ginn zu Fouss no Bilthoven.
ltz,Ech ginn zu Fouss.
ltz,D'Vullen sinn rout.
ltz,Melanie ësst gär Pizza.
npi,म खाना खाइरहेको छु
npi,मलाई आज रुघा लागेको छ ।
npi,मैले बुझिन ।
npi,म ब्राजिलबाट हुँ ।
npi,म खाँदै छु ।
npi,म ठिक छु ।
npi,उनि उसंग सुतिन् ।
npi,म हरेक दिन अंग्रेजी पढाउँ छु ।
npi,बधाई छ !
nst,Thawz kä kiimx äsi viq diax.
nst,Thawmz kä kiimx si hiax.
nst,Ärä kä dzänzrawx äsix mänäx.
nst,Äpaiq kä äsham naix äsak raix rängiax mäk
nst,Äpaiq kä äsak raix mänz cyaw mäk.
nst,Thawz kä ä-khiiqliip nä kämphaw ähüz.
nst,Thawmz kä ämäox cyängz.
nst,Thawmz kä ävangx cyängz.
nst,"Kämänäx, Thawmz kä pedziz naix viashaüz-nyiimyaq li phaq tälawx ikhäx."
qya,Et eärello endorena utúlien. Sinome maruvam ar hildinyar tenn’ Ambar-metta.
qya,Á querë immo i quén nelyë nóna náven.
qya,Áva rucë.
qya,Elen siluva lúmenna omentielva.
qya,"Eru ná cánonya, ar macilinya ná sartonya."
qya,Átaremma i ëa han ëa · na aire esselya · aranielya na tuluva · na care indómelya cemende tambe Erumande : ámen anta síra ilaurëa massamma · Ar ámen apsene úcaremmar sív' emme apsenet tien i úcarer emmen. Álame tulya úsahtienna mal áme etelehta ulcullo : násie :
qya,Mára mesta!
qya,A tula náressë.
qya,Mauya nin avánië
rus,Это здание очень большое.
rus,Крыса жива или мертва?
rus,Крыса живая или мёртвая?
rus,Я пытаюсь помочь тебе.
rus,Я пытаюсь оказать вам помощь.
rus,"Кажется, что учитель был разочарован."
rus,Я не очень люблю пиво.
rus,"О нём песни напевают, сказки сказывают."
rus,Я не люблю спиртное.
sux,҅Ԡ҂ ҂ ҄ؠҍʠ҈ޠҀʠҊҠҁɠ҂׊7278087
sux,҃۠҅נҁĠ҂ʠ҂נ҈ޠҍʠҀ ҁ Ҁ0Ҁ҄͠Ѡ҈̠ҊϠҀ͠ҌǠҌǊ7277891
sux,҂נ҂ʠҀ ҈ޠҀ ҂ՠҁ Ҁ݊5028495
sux,Ҁʠҋۊ5028503
sux,҅נҁĠҁɠ҉`҅Ŋ5029046
sux,Ҁ ҄ϠҀؠ҆ߠҊϠҀʠҌӠґϠҀ ҃Π҃ΠҀ Ҁʊ5103827
sux,҄נҊҠҌݠ҆ߠҊϠҀʠҌӠґϠҀ ҃Π҃ΠҀ Ҁʊ5103829
sux,҉Ƞ҂נҀ֠҈̊4982878
sux,҂נ҉J5090736
mar,मी आराम करतेय.
mar,भेटवस्तू आहे.
mar,मांजरीला मी माझ्या खोलीत यायला दिलं.
mar,हे तुला कोणी दिले?
mhr,Поро кече!
mhr,Поро кас!
mhr,Поро эр!
mhr,Салам лийже!
mhr,Поро кече лийже!
mhr,Поро кас лийже!
mhr,Поро эр лийже!
mhr,Мый марла кутырем.
mhr,Ме марла кутырена.
mnc,ᡤᡠᡵᡠᠨ ᠰᡳᡩᡝᠨ ᡥᡝᡥᡝᠰᡳᠰᠠᡳ ᡳᠨᡝᠩᡤᡳ ᠠᡵᠠᠮᠪᡳ
ori,କଇଁଛମାନଙ୍କ ଦାନ୍ତ ନଥାଏ
ori,କେତେଟା ସମୟ ହେଲା?
ori,ହେ
ori,ମୁଁ ଆଉ ବଞ୍ଚିବାକୁ ଚାହୁଁନି
ori,ନିଜେ ଉଚ୍ଚ ଜାତିର ହୋଇ ମଧ୍ୟ ସେ ସମକାଳୀନ ୧୯୨୦ ଦଶକର ସମାଜରେ ନୀଚ ଜାତି ଦ୍ୱାରା ପରିବେଷିତ ଓ ନୀଚ ନାଚ ଭାବେ ଗଣା ହେଉଥିବା ଭାରତନାଟ୍ୟମକୁ ପେସା ଭାବେ ଆଦରିଥିଲେ
osx,"Ēn, twē, thrīe, fiuwar, fīf, sehs, siƀun, ahto, nigun, tehan."
osx,Tom herkes gittikten sonra geldi.
osx,Sum spraka is githiudi mid heririnkum endi skipum.
otk,а˰аӰа:аܰбŰа6782744
otk,"бðаưаº‬а˰аӰа:аܰбŰаâ,‬"
otk,аɰаںаͰаƊ6778972
otk,а˰аðаܺаڰаúаǰаҺбŰаǰаܰбźа˰а޺аްбðаúаذбŰаúаްаڰаպбðаذаưаպаưаÊ6778976
otk,аְа؊6778983
pol,Pojawisz się na popołudniowym spotkaniu?
pol,On w dziesięć minut odpowiedział na wszystkie pytania.
pol,Jego syn ma talent do muzyki.
pol,Pacjent stracił dużo krwi.
pol,"Małpy żywią się owadami, owocami i korzeniami."
pol,Muszę pomówić z tobą osobiście.
pol,Idź beze mnie.
pol,"Tom zna człowieka, którego córka mieszka w Bostonie."
pol,Mnie też się nie podoba.
swg,Was willsch do macha?
swg,"*S hod koin Senn, mid Männer zom Schdreida, se hend jo eh ällaweil O'rechd!"
swg,En ra gscheida Floischbriah müssad meh Auga nausgugga wie nai.
swg,I koa dees jetzt no net macha.
swg,"„Babba, woisch des Deng zom Grombiera schäla?“ – „Dia isch ge aikaufa.“"
swg,Mr muaß es ällaweil positiv säha: s'isch d'r ledschde Meedich vo dera Woch!
swg,Ällaweil dia neidische Bligge em Fiddness-Schdudio! Sollad se sich hald ihre oigene Mauldascha midbrenga!
swg,"Wichdig isch, dass d' emmer ebber hosch, der em entscheidenden Moment noachschenggd!"
swg,"Es ko koi Zuafall sai, dass sich „Schwabe"" uff „Gabe"" reima duat."
tyv,Мен эмчи эвес тур мен.
tyv,Мен эки эвес тур мен.
tyv,Кежээкиниң мендизи-биле.
bar,Passt scho!
bar,"G'rad jeder Schmarr'n, der dir einfällt, taugt dir als Antwort."
bar,"Hau ma glei o, waun da Thomas kummt."
bar,Kaunnst amoi auzahn?
bar,Wengam Reng håmas Picknick ohgsogt.
bar,Vo de hob i no nie ane hergnumma.
bar,"I waaß ned, ob's kumma is oder ned."
bar,"I woaß net, ob's kemma is."
bar,"Ihr miassts ihr höfn, und zwoa gschwind!"
ita,Compri riviste o giornali?
ita,Chi ha dormito poco e male oggi?
ita,Ogni giorno compro due giornali e una volta alla settimana una rivista qualsiasi.
ita,"Ma dai, quale disturbo!"
ita,Non mi credono.
ita,Loro non mi credono.
ita,So che stai nascondendo qualcosa.
ita,So che sta nascondendo qualcosa.
ita,So che state nascondendo qualcosa.
mgm,Ua plaer kilara dlo.
mgm,O tengki bue.
mgm,Kode reis u uja bel o jas.
mgm,Aem kontente kahe.
mgm,Munang ua fuma mas agora banoi.
mgm,Au maki gnan rat agi manidua.
mgm,O nei tempo oid hasoru ro ni semana ahen.
mgm,Bihina id ba konhesido bad lo ua bonita mas tan la ua atug kode.
mgm,Au ne bel sih neira kid au impresta ua.
mkd,Синиот велосипед е нов.
mkd,Техеран е во Иран.
mkd,"Еден, два, три, четири, пет, шест, седум, осум, девет, десет."
mkd,Сакам да живеам во Бразил.
mkd,Тоа е стол.
mkd,Тоа е птица.
mkd,Дали е тоа стол?
mkd,Дали е тоа птица?
mkd,Човекот е млад.
nau,Omo yoran!
nau,Omo yekwo!
nau,Omo yemero!
nau,Omo yubum!
nau,Yen egom?
nau,Wo meg i?
nau,Tubwa kor!
nau,Mangada.
nau,Ang nuwawen!
pnb,مینوں کل انگریزی وچ اک خط ملییا۔
